answer_body,truth,answer_id
"['+/- 9007199254740991', 'ECMA Section 8.5 - Numbers', 'Note that all the positive and negative integers whose magnitude is no greater than 253 are representable in the Number type (indeed, the integer 0 has two representations, +0 and Ã¨ÂÂÃ©Â©Â´?).', 'They are 64-bit floating point values, the largest exact integral value is 253-1, or <code>9007199254740991</code>.', 'In ES6, this is defined as Number.MAX_SAFE_INTEGER.', 'Note that the bitwise operators and shift operators operate on 32-bit ints, so in that case, the max safe integer is 231-1, or 2147483647.', 'Test it out!']",[0],307200
"[""Firefox 3 doesn't seem to have a problem with huge numbers."", '1e+200 * 1e+100 will calculate fine to 1e+300.', 'Safari seem to have no problem with it as well.', '(For the record, this is on a Mac if anyone else decides to test this.)', 'Unless I lost my brain at this time of day, this is way bigger than a 64-bit integer.']",[],307219
"['I did a simple test with a formula, X-(X+1)=-1, and the largest value of X I can get to work on Safari, Opera and Firefox (tested on OS&nbsp;X) is 9e15.', 'Here is the code I used for testing:']",[0],307272
"['Try:', ""In Firefox 3.6 it's 2^31 - 1.""]",[1],3079182
"['It is 253 == 9 007 199 254 740 992.', 'This is because <code>Number</code>s are stored as floating-point in a 52-bit mantissa.', 'The min value is -253.', 'This makes some fun things happening', 'And can also be dangerous :)', 'Further reading: http://blog.vjeux.com/2010/javascript/javascript-max_int-number-limits.html']",[0],4375743
"[""I can't speak to python's particular implementation of lambda, but in general lambda functions are really handy."", ""They're a core technique (maybe even THE technique) of functional programming, and they're also very useuful in object-oriented programs."", ""For certain types of problems, they're the best solution, so certainly shouldn't be forgotten!"", ""I suggest you read up on closures and the map function (that links to python docs, but it exists in nearly every language that supports functional constructs) to see why it's useful.""]","[1,3]",890149
"['Pretty much anything you can do with <code>lambda</code> you can do better with either named functions or list and generator expressions.', 'Consequently, for the most part you should just one of those in basically any situation (except maybe for scratch code written in the interactive interpreter).']",[0],890151
"['I doubt lambda will go away.', ""See Guido's post about finally giving up trying to remove it."", 'Also see an outline of the conflict.', ""You might check out this post for more of a history about the deal behind Python's functional features:"", 'http://python-history.blogspot.com/2009/04/origins-of-pythons-functional-features.html', 'Curiously, the map, filter, and reduce functions that originally motivated the introduction of lambda and other functional features have to a large extent been superseded by list comprehensions and generator expressions.', 'In fact, the reduce function was removed from list of builtin functions in Python 3.0.', ""(However, it's not necessary to send in complaints about the removal of lambda, map or filter: they are staying."", ':-)', 'My own two cents: Rarely is lambda worth it as far as clarity goes.', ""Generally there is a more clear solution that doesn't include lambda.""]","[9,10]",890154
"['Lambdas are deeply linked to functional programming style in general.', 'The idea that you can solve problems by applying a function to some data, and merging the results, is what google uses to implement most of its algorithms.', 'Programs written in functional programming style, are easily parallelized  and hence are becoming more and more important with modern multi-core machines.', 'So in short, NO you should not forget them.']","[0,2]",890156
"['First congrats that managed to figure out lambda.', 'In my opinion this is really powerful construct to act with.', 'The trend these days towards functional programming languages is surely an indicator that it neither should be avoided nor it will be redefined in the near future.', 'You just have to think a little bit different.', ""I'm sure soon you will love it."", 'But be careful if you deal only with python.', 'Because the lambda is not a real closure, it is ""broken"" somehow: pythons lambda is broken']",[2],890157
"[""I've been using Python for a few years and I've never run in to a case where I've needed lambda."", ""Really, as the tutorial states, it's just for syntactic sugar.""]",[1],2136940
"['A lambda is part of a very important abstraction mechanism which deals with higher order functions.', 'To get proper understanding of its value, please watch high quality lessons from Abelson and Sussman, and read the book SICP', 'These are relevant issues in modern software business, and becoming ever more popular.']",[0],890167
"['Are you talking about lambda functions?', 'Like', 'Those things are actually quite useful.', 'Python supports a style of programming called functional programming where you can pass functions to other functions to do stuff.', 'Example:', 'sets <code>mult3</code> to <code>[3, 6, 9]</code>, those elements of the original list that are multiples of 3.', 'This is shorter (and, one could argue, clearer) than', 'Of course, in this particular case, you could do the same thing as a list comprehension:', ""(or even as <code>range(3,10,3)</code>), but there are many other, more sophisticated use cases where you can't use a list comprehension and a lambda function may be the shortest way to write something out."", 'Returning a function from another function', ""This is often used to create function wrappers, such as Python's decorators."", 'Combining elements of an iterable sequence with <code>reduce()</code>', 'Sorting by an alternate key', 'I use lambda functions on a regular basis.', ""It took me a while to get used to them, but eventually I came to understand that they're a very valuable part of the language.""]","[3,8]",890188
