question_id,question_type,question_title,question_body,tags,answer_posts
102829,1,Best Free Text Editor Supporting *More Than* 4GB Files?,"['Best Free Text Editor Supporting *More Than* 4GB Files?', 'I am looking for a text editor that will be able to load a 4+ Gigabyte file into it.', ""Textpad doesn't work."", ""I own a copy of it and have been to its support site, it just doesn't do it."", ""Maybe I need new hardware, but that's a different question."", 'The editor needs to be free OR, if its going to cost me, then no more than $30.', 'For Windows.']","['editor', 'text-editor', 'text-files', 'large-files']","[102862, 1408618, 102889, 102927, 102928, 540290, 102943, 103055, 103060, 103112, 103243, 163941, 171401, 858117, 3169512]"
1327544,1,What is the equivalent of Java's final in C#?,"[""What is the equivalent of Java's final in C#?"", ""What is the equivalent of Java's <code>final</code> in C#?""]","['c#', 'access-modifiers', 'reserved-words']","[1327549, 1327550, 1647219, 1327562, 1327635, 2790917]"
512451,3,How can I add a column to a Postgresql database that doesn't allow nulls?,"[""How can I add a column to a Postgresql database that doesn't allow nulls?"", 'I\'m adding a new, ""NOT NULL"" column to my Postgresql database using the following query (sanitized for the Internet):', '<code>ALTER TABLE mytable ADD COLUMN mycolumn character varying(50) NOT NULL;</code>', 'Each time I run this query, I receive the following error message:', '<code>ERROR:  column ""mycolumn"" contains null values</code>', ""I'm stumped."", 'Where am I going wrong?', ""NOTE: I'm using pgAdmin III (1.8.4) primarily, but I received the same error when I ran the SQL from within Terminal.""]","['sql', 'postgresql', 'alter-table']","[512465, 512472, 512483, 512485, 512489, 516016]"
1595848,2,Configuring Git over SSH to login once,"['Configuring Git over SSH to login once', 'I have cloned my git repository over ssh.', 'So, each time I communicate with the origin master by pushing or pulling, I have to reenter my password.', 'How can I configure git so that I do not need to enter my password multiple times?']","['git', 'ssh', 'ssh-keys']","[1595858, 1595863, 1595913]"
4426184,2,How to go from one page to another page using javascript?,"['How to go from one page to another page using javascript?', 'From an admin page if the user is valid then the browser should go to another page.', 'When a user enters his user name and password, then clicks the OK button then another page is displayed and the login page is automatically closed.', 'How can I do this with JavaScript?']","['javascript', 'web-applications', 'web-application-project']","[4426201, 4426231, 4426366, 4435884]"
37324,1,What is the syntax for an inner join in LINQ to SQL?,"['What is the syntax for an inner join in LINQ to SQL?', ""I'm writing a LINQ to SQL statement, and I'm after the standard syntax for a normal inner join with an <code>ON</code> clause in C#."", 'How do you represent the following in LINQ to SQL:']","['c#', '.net', 'sql', 'linq-to-sql', 'join']","[37332, 445548, 3851487]"
3492302,3,"Easy interview question got harder: given numbers 1..100, find the missing number(s)","['Easy interview question got harder: given numbers 1..100, find the missing number(s)', 'I had an interesting job interview experience a while back.', 'The question started really easy:', '<strong>Q1</strong>: We have a bag containing numbers <code>1</code>, <code>2</code>, <code>3</code>, Ã©Â? <code>100</code>.', 'Each number appears exactly once, so there are 100 numbers.', 'Now one number is randomly picked out of the bag.', 'Find the missing number.', ""I've heard this interview question before, of course, so I very quickly answered along the lines of:"", '<strong>A1</strong>: Well, the sum of the numbers <code>1 + 2 + 3 + Ã©Â?+ N</code> is <code>(N+1)(N/2)</code> (see Wikipedia: sum of arithmetic series).', 'For <code>N = 100</code>, the sum is <code>5050</code>.', 'Thus, if all numbers are present in the bag, the sum will be exactly <code>5050</code>.', 'Since one number is missing, the sum will be less than this, and the difference is that number.', 'So we can find that missing number in <code>O(N)</code> time and <code>O(1)</code> space.', 'At this point I thought I had done well, but all of a sudden the question took an unexpected turn:', '<strong>Q2</strong>: That is correct, but now how would you do this if <em>TWO</em> numbers are missing?', ""I had never seen/heard/considered this variation before, so I panicked and couldn't answer the question."", 'The interviewer insisted on knowing my thought process, so I mentioned that perhaps we can get more information by comparing against the expected product, or perhaps doing a second pass after having gathered some information from the first pass, etc, but I really was just shooting in the dark rather than actually having a clear path to the solution.', 'The interviewer did try to encourage me by saying that having a second equation is indeed one way to solve the problem.', 'At this point I was kind of upset (for not knowing the answer before hand), and asked if this is a general (read: ""useful"") programming technique, or if it\'s just a trick/gotcha answer.', ""The interviewer's answer surprised me: you can generalize the technique to find 3 missing numbers."", 'In fact, you can generalize it to find <em>k</em> missing numbers.', '<strong>Qk</strong>: If exactly <em>k</em> numbers are missing from the bag, how would you find it efficiently?', ""This was a few months ago, and I still couldn't figure out what this technique is."", ""Obviously there's a <code>Ã¦Â?N)</code> time lower bound since we must scan all the numbers at least once, but the interviewer insisted that the <em>TIME</em> and <em>SPACE</em> complexity of the solving technique (minus the <code>O(N)</code> time input scan) is defined in <em>k</em> not <em>N</em>."", 'So the question here is simple:', '<li>How would you solve <strong>Q2</strong>?', '<li>How would you solve <strong>Q3</strong>?', '<li>How would you solve <strong>Qk</strong>?', 'Clarifications', '<li>Generally there are <em>N</em> numbers from 1..<em>N</em>, not just 1..100.', ""<li>I'm not looking for the obvious set-based solution, e.g."", 'using a bit set, encoding the presence/absence each number by the value of a designated bit, therefore using <code>O(N)</code> bits in additional space.', ""We can't afford any additional space proportional to <em>N</em>."", ""<li>I'm also not looking for the obvious sort-first approach."", 'This and the set-based approach are worth mentioning in an interview (they are easy to implement, and depending on <em>N</em>, can be very practical).', ""I'm looking for the Holy Grail solution (which may or may not be practical to implement, but has the desired asymptotic characteristics nevertheless)."", 'So again, of course you must scan the input in <code>O(N)</code>, but you can only capture small amount of information (defined in terms of <em>k</em> not <em>N</em>), and must then find the <em>k</em> missing numbers somehow.']","['algorithm', 'math']","[3492373, 3492374, 3492383, 1498449, 3492424, 3492624, 3492659, 3492664, 3566567, 3623636, 3626723, 3629144, 3632788, 3659697]"
954834,2,How do I use raw_input in Python 3,"['How do I use raw_input in Python 3', '<code>import sysprint (sys.platform)print (2 ** 100)raw_input( )</code>', 'I am using Python 3.1 and can\'t get the raw_input to ""freeze"" the dos pop-up.', ""The book I'm reading is for 2.5 and I'm using 3.1"", 'What should I do to fix this?']","['python', 'python-3.x']",[954840]
4075991,3,POST request via RestTemplate in JSON,"['POST request via RestTemplate in JSON', ""I didn't find any example how to solve my problem, so I want to ask you for help."", ""I can't simply send POST request using RestTemplate object in JSON"", 'Every time I get <strong>org.springframework.web.client.HttpClientErrorException: 415 Unsupported Media Type</strong>', 'I use RestTemplate in this way:', '<code>...restTemplate = new RestTemplate();List&lt;HttpMessageConverter&lt;?&gt;&gt; list = new ArrayList&lt;HttpMessageConverter&lt;?&gt;&gt;();list.add(new MappingJacksonHttpMessageConverter());restTemplate.setMessageConverters(list);...Payment payment= new Payment(""Aa4bhs"");Payment res = restTemplate.postForObject(""http://localhost:8080/aurest/rest/payment"", payment, Payment.class);</code>', '<strong>What is my fault?</strong>']","['java', 'json', 'spring', 'rest', 'resttemplate']","[4076095, 1325377]"
1139160,1,When should I use Cross Apply over Inner Join?,"['When should I use Cross Apply over Inner Join?', 'What is the main purpose of using CROSS APPLY?', 'I have read (vaguely, through posts on the Internet) that <code>cross apply</code> can be more efficient when selecting over large data sets if you are partitioning.', '(Paging comes to mind)', ""I also know that <code>CROSS APPLY</code> doesn't require a UDF as the right-table."", 'In most <code>INNER JOIN</code> queries (one-to-many relationships), I could rewrite them to use <code>CROSS APPLY</code>, but they always give me equivalent execution plans.', 'Can anyone give me a good example of when <code>CROSS APPLY</code> makes a difference in those cases where <code>INNER JOIN</code> will work as well?', '<strong>Edit:</strong>', ""Here's a trivial example, where the execution plans are exactly the same."", '(Show me one where they differ and where <code>cross apply</code> is faster/more efficient)', ""<code>create table Company (    companyId int identity(1,1),   companyName varchar(100),   zipcode varchar(10) ,   constraint PK_Company primary key (companyId))GOcreate table Person (    personId int identity(1,1),   personName varchar(100),   companyId int,   constraint FK_Person_CompanyId foreign key (companyId) references dbo.Company(companyId),   constraint PK_Person primary key (personId))GOinsert Companyselect 'ABC Company', '19808' unionselect 'XYZ Company', '08534' unionselect '123 Company', '10016'insert Personselect 'Alan', 1 unionselect 'Bobby', 1 unionselect 'Chris', 1 unionselect 'Xavier', 2 unionselect 'Yoshi', 2 unionselect 'Zambrano', 2 unionselect 'Player 1', 3 unionselect 'Player 2', 3 unionselect 'Player 3', 3 /* using CROSS APPLY */select *from Person pcross apply (    select *    from Company c    where p.companyid = c.companyId) Czip/* the equivalent query using INNER JOIN */select *from Person pinner join Company c on p.companyid = c.companyId</code>""]","['sql', 'sql-server', 'performance', 'tsql', 'cross-apply']","[1139231, 1139320, 1139416]"
1546711,2,Can grep show only words that match search pattern?,"['Can grep show only words that match search pattern?', 'Is there a way to make grep output ""words"" from files that match the search expression?', 'If I want to find all the instances of, say, ""th"" in a number of files, I can do:', 'but the output will be something like (bold is by me);', 'What I want it to output, using the same search, is:', 'Is this possible using grep?', 'Or using another combination of tools?']","['grep', 'words']","[1546719, 1546735, 1546739, 1546799, 2171931]"
2003419,3,com.jcraft.jsch.JSchException: UnknownHostKey,"['com.jcraft.jsch.JSchException: UnknownHostKey', ""I'm trying to use Jsch to establish an SSH connection in Java."", 'My code produces the following exception:', 'I cannot find how to verify the host key in the Jsch documentation.', 'I have included my code below.']","['java', 'ssh', 'jsch']",[2003460]
